teks,label
gatal gatal cakap benda buruk pasal majikan cakap buruk pasal kerja cakap pasal jahat jatuh cinta,Negatif
bilang pindah kerja habis orang cerita kantor ramai dadak cabut,Negatif
henti kerja orang,Negatif
pindah kerja gaji turun ribu pindah betah kerja kerja,Negatif
tinggal teman kantor pindah unit habis ganti lingkung kerja adaptasi cepat banget,Positif
tipis tipis pindah pilih keluarga nyata keluarga maksud,Negatif
cewek gaji pindah kerja gaji turun persen putus,Positif
kerja pengin pindah kota pindah kerja diam kota,Negatif
keluarga hindar pindah kerja tante cari kerja kenal pengin jalan hidup,Positif
pasuk susah cari kandidat pindah kerja tunggu,Negatif
pengin orang jakarta tuju ibukota pindah jakarta fasilitas jakarta kena konsekuensi pindah lokasi kerja kerja jakarta,Negatif
rekan kerja pindah kerja gaji digit digit jabat rendah kerja kontrak pindah start stabil,Negatif
curhat teman mudah banget pindah kerja rada dikit gampang banget terima kerja curhat,Positif
terima kasih tawar salah pindah kerja minimal gaji tawar buka diskus moga timbang terima kasih,Positif
indonesia cuti kerja upacara ngaben kakek kerja upacara ngaben sibuk call omong grup kantor muda sibuk,Negatif
pengin pindah wilayah kerja urus infrastruktur kerja barang,Negatif
allah pengin kerja salah pengin pindah banget tetangga jahat moga cepat kerja,Positif
salah pindah kerja sholat,Negatif
tarik nyata jatah cuti sisa kantor kantor bingung cuti uang pakai kantor,Negatif
henti kerja pindah labu konon tengok,Negatif
huni kanan kiri capek tinggal lingkung dempet kayak pindah suka kerja hening tenang,Negatif
over manager bukit raja,Positif
orang pindah kerja enak bohong anjir,Positif
cerah renung titik temu kena beli duit kerja keras konten tiktok viral pindah,Negatif
pergi kerja letak valid pindah,Negatif
pindah kerja teman banget kerja komunikasi perhati jaga,Positif
bikin kondisi pindah alamat nomor kerja butuh pribadi musim pribadi tenang mental,Negatif
serius surat pindah kampus kayak kerja pindah asih,Negatif
pindah kerja mohon bantu solusi bingung lusa pulau urus kerja kontrak lumayan urus pulau,Negatif
pengin pindah kerja gaji cuman lepas lingkung pikir,Negatif
kerja keteter orang pindah divisi kasih kerja,Negatif
kena orang lambat kena ramai pindah cuti orang suruh kerja pindah bagus harap hancur lepas bodoh,Negatif
kadang suka bilang contoh pindah kerja suka beban,Negatif
teman kantor utama cewek coba salah sender sender suka sebentar tinggal uang asuransi jamin cela,Negatif
wajib pindah kerja gaji spekulasi jamin nyaman mending pindah,Negatif
pindah kerja janji kerja usaha usaha usaha,Negatif
pikir plan alias pakai pakai pindah kerja,Negatif
salah pindah kerja biar jemput orang sore sore,Negatif
kerja kerja kasih opsi pindah belah antri anggur kali,Negatif
laki duduk suruh pindah rumah mintak tolong kerja susah orang,Negatif
cabang hapus giat usaha tutup giat usaha pindah wilayah kerja hapus npwp cabang,Negatif
lulus tinggal pindah jurus syukur beli kendara barang elektronik pakai duit alam tawar kerja,Negatif
cerita alhamdulillah bahagia kayak cerita pindah kerja kalimat kangen lingkung bahas sehat ilmu manfaat,Positif
lari tunggu kota pindah kerja tunggu korban rumah sakit operasi retak tulang ekor kudu tunggu babi dadi halal bocah tandang,Negatif
bangun kantor masuk bangun keburu sarap kantor salah pindah masuk kerja posisi eksklusif,Negatif
pengin pindah kerja kuat gaji jemput susah motor gampang kerja susah gaji susah,Negatif
cari jodoh orang biar pindah kerja,Negatif
karyawan kerja pola pikir maaf kerja rumah kapai daftar kerja rumah kemarin terima kerja gaji,Positif
halo sender kantor alhamdulillah langsung kerja gaji kantor kerja menang hasil,Positif
tinggal pindah kerja kirim uang juta kerja capek anjir kasih,Positif
langit kelabu solo harga jual pindah lokasi kerja minat,Positif
bingung lucu kayak paham moga sale kali lumayan beli jual,Positif
kandidat banget hobi pindah pindah kerja taun pindah biar bagus gilir doang biar bagus kerja,Negatif
tahan hidup pulang kerja sibuk pindah aplikasi sibuk hidup,Negatif
pindah kerja kayak pindah kerja cari kerja kompensasi sesuai,Negatif
bipolar sayang,Positif
tolak sopan halus kerja terima kerja pindah jalan lancar,Positif
pindah kerja pindah jahat rangkap,Negatif
pagi pindah kerja kereta penuh banget sakit badan badan orang,Negatif
pilih kerja kerja ganti kerja butuh porsi tahap pindah kerja cari kerja mentang gugur tiroid,Negatif
kerja coba minimarket bang warnet kafe toko baju toko daging motel libur cuman tidur uang,Positif
pindah kerja moga jateng,Positif
budi kerja pindah pindah bentuk hukum nusakambangan,Negatif
jual tiket festival harga beli milik pribadi tonton pindah kerja cuti nilai absen komen pakai akun real,Positif
kerja saudara gara gara pindah kerja cocok lingkung kerja untung terima,Negatif
seru lulus teknik bank salah minat individu ketenagakerjaan bisnis politik anekdotal teman pengin banget kerja sesuai bidang natural,Positif
salah malas pindah kerja surabaya kota akses transportasi publik,Negatif
guru gaji administrasi murid nakal wali murid rekan guru jahat,Positif
tanggal april besok masuk kerja usaha cocok tanggal tanggal hitung dada kontrak pindah didik terima kasih,Positif
karyawan masuk awat administrasi pindah tugas rumah sakit afiliasi kerja dokter bahas putus september,Negatif
kesel banget pakai lokasi cocok lokasi kantor lokasi cocok heran kayak,Positif
dikit sender kerja usaha multinasional nyata atur usaha ambil atur negara enak kayak sistem kontrak karyawan anggap kerja paksa modern bebas,Positif
korban gaji juta paksa hidup gaji juta paksa cari laki suruh pindah kerja gaji,Negatif
sebel kerja komen ganti timbang kali berani,Positif
paksa modern bebas undur tunggu anggap kerja tahan usaha wajib asih makan siang lembur minggu kasih kompensasi libur atur negeri manusiawi banding atur,Positif
kasih kerja jakarta pindah tangsel pindah,Negatif
aneh pindah kerja bagus munafik banget pakai kalimat,Positif
kisah rapat staff talk talk front staff tahan staff,Negatif
teman banget jual rumah kerja bank jual rumah teman,Positif
cewek gaji aneh usaha salah over kasih gaji biar pikir capek ajar,Positif
suami kerja sumbar biar pindah suami,Negatif
moga karma buruk alias kasihan cinta jelek melulu moga cepat ketemu jodoh iman biar pindah kerja suami nikah,Positif
kerja pindah sender konsultan kenal sender pindah tawar sender tukang loncat,Negatif
kubu kuat pindah kerja kena trauma hamil,Negatif
pindah kerja cari jenjang karier butuh,Negatif
cewek gaji putus kerja libur gaji juta jujur badan toleransi,Positif
sayang kerja jahat sedih,Negatif
kemarin ketemu teman pamit pindah kerja ketemu kayak usaha akrab kayak trauma,Negatif
pindah kerja sesuai sender istilah jelek mata,Negatif
mager pindah kerja bekas jaksel,Negatif
bawa akhirat orang kerja amal bikin kerja atmosfer agama kerja proses berkah,Negatif
tetangga sender kampung biar istri simpan sender pindah lokasi kerja salah malas pulkam,Negatif
kantor cuman asih posisi pilih cuman uang kantor kantor uang,Negatif
bilang kayak untung beda kota alhamdulillah pindah sekolah bokap pindah kerja guru guru sekolah banget asik banget sekolah ketat sifat arogan,Positif
pakai pindah kerja kota asli terima kerja tahap wawancara pindah kerja kota real,Negatif
pindah kerja henti kerja kembang bosan cari hobi bikin kembang bikin semangat,Negatif
dadak kanker muncul sedih kerja sedih banget rezeki sehat karir,Positif
pecat meni pengaruh kerja muda sibuk keluarga banget butuh duit hidup,Positif
normal bayang interaksi orang karyawan hitung otomatis cocok komunikasi kerja karyawan cocok milik,Positif
sesuai situ pindah lulus pindah kerja alami lulus pindah lepas putus,Negatif
umur takut tinggal karir industri karir laku restu,Positif
majikan transfer kerja cawangan kerja hantar surat bantah majikan mintak unsur aniaya,Negatif
solusi pindah kerja komunitas agenda rumah sayang lepas kerja,Negatif
cakap tenaga start malas,Negatif
kantor bagus banget enak kompak jahat gaji seret karir kembang situ teman enak cari kayak,Negatif
langgan nyata jarang langgan juli kaya mutasi kerja agustus pindah,Negatif
teman pindah kerja nikah,Negatif
kerja esok cepat pindah kerja,Negatif
banget teman pilih dagang cilok bilang fleksibel mudah ibadah hasil gaji dagang,Positif
jujur bagus ganjar lihat investor pindah jawa lihat presiden ganjar bikin kawasan industri batang jawa anomali biaya tenaga kerja murah,Positif
cerai masjid sholat isya buka gerbang rumah suami istri anak bandung kemarin pasang putus pisah ketemu obrol kisar september pisah,Positif
kemarin pusing pikir salah tolak tawar pindah kerja gaji,Negatif
mama menang kangen adik bungsu kerja qatar lulus bandung orang kasihan capek pulang tarik nafas kerja gaji,Positif
bikin gaji jahat kerja sesuai minat bahas versi hasil riset,Positif
kerja hidup kerja usaha keluarga usaha utama untung tanggung sejahtera pribadi kolega teman orang,Negatif
wajar tukar kerja pindah kerja gaji loyal gaji tengok contoh situasi,Negatif
babi makan darurat darurat tinggal kerja sender hati pengin kerja jalan cari kerja pindah,Negatif
anak hilang lahir susah banget cari kerja anak lahir henti kerja kerja intern butuh,Negatif
kerap tukar kerja cari peluang padu tampil profesional moga bantu,Positif
pengin kasih kasih ubah kerja sukses suka cerita pergi bidang beda suka laku,Positif
mesti kena salah kerja tipis pakai plan,Negatif
percaya kerja tukar kerja orang gaji rendah padan beban kerja tekan kerja politik jabat kerja toksik,Positif
sayang tinggal kerja takut risau takut salah pilih kerja takut normal berani zone cabar situ,Negatif
karyawan kerja alhamdulillah sumatra kota sumatra kecuali nias bengkulu tualang buah,Positif
tugas resin hilang jejak kerja bikin jakarta amburadul biar kuat pindah ibukota,Negatif
mentor orang anak muda cari kerja tindak,Negatif
rasai akibat industrialisasi sektor manufaktur sektor eksploitatif hobi pakai subur alias lapang kerja susut cipta kerja klaim buka lapang kerja,Negatif
sender niat kerja palugada usaha capek palugada,Positif
kerja kena tegur bawa dikit bawa bawa kena bawa kerja sakit hati nama kerja dinamika,Negatif
sorang adik komen nama hakim nama bang malas pergi kerja esok kali tengok muka suka harga awak gaji,Negatif
salah ajar perkara gaji jahat peluang pangkat tukar kerja,Negatif
pengin capek kerja pengin cocok kerja galak pengin partner enak ajak kerja libur pengin percaya gampang,Positif
kadang timbang orang rela kerja gaji faktor jarak keluarga tinggal anak lingkung kerja,Positif
punca kerja kerja kena kawan puas hati kerja,Negatif
omong gaji orang ambis tarik bahas gaji pindah kerja gaji kerja coba usaha,Positif
awak kerja jarak kerja kena orang cakap sahaja tarik kena,Negatif
utama kerja masuk gaji pakai orang indonesia indonesia gaji habis hidup,Negatif
pindah kantor kali kerja kawan kantor jahat terima pindah kantor kali mesti kaca jahat,Negatif
ribu batal pindah,Negatif
ganti beda kerja situ kerja kerja upah lembur gaji bpjs parkir bayar jarak tempuh ijin tunjang cair,Positif
ramai gaji harga kawan kerja jahat susah situ repek kebaji kerja abai jaga anak jaga sehat,Negatif
obat bilang mantan rekan teman bilang mbak sepatu mall beliau manager region jateng mall,Negatif
pilih pindah bogor kerja biaya butuh rumah tangga arsen mpasi berat jakarta lingkung arsen jarang ketemu orang bogor,Negatif
tolong resmi bank swasta lolos gaji moga putus karir riba,Positif
bingung salah sender kerja pindah kantor budaya beda persis sistem kerja seram,Negatif
teman ruang kerja bilang kemenkeu indonesia kayak mending kemenkeu prioritas putus bisnis kerja internasional,Negatif
kerja slogan sekolah kampung uang saku sekolah ajar riset tinggal sintas perempuan minggu lihat tangis sintas tahan dinamika henti salah,Positif
atur kerja fleksibel pinda akta kerja surat mohon nyata ubah kerja ubah kerja ubah kerja hantar majikan tunggu,Positif
pindah kerja fokus pengin ajak obrol,Negatif
niat kuliah rencana tuhan usaha visa kerja cuman iseng lamar nyata lucu banget pindah paspor pilih paspor,Positif
mental asyik luah pasal kerja tiada kecuali cari pindah,Negatif
pindah rumah kantor rekan kerja ajar jalan doang tahan minggu habis niat susah,Negatif
dilema banget tawar pindah kerja sumba timur biar mutasi,Negatif
pindah kerja pulang,Negatif
nyata kerja pindah kali kali pindah asih ganti kasih susah cari ganti,Negatif
takut tukar kerja cakap tukar kerja setia stabil susah kerja tukar kerja bagus,Positif
pindah meja kerja samping suka takut,Negatif
pulang malam subuh emak kasih pindah kerja cuman rumah rumah potensi malam,Negatif
masuk kantor takut kantor gedor gebrak bilang kampung inggris pare kantor cerita acara minimal konflik,Negatif
nyaman ulang kali pindah kerja,Negatif
rasai orang orang betah kerja lingkung kerja jahat kemarin berkas berkas pindah,Negatif
pindah pindah cuman bawa kerja,Negatif
syarikat percaya kerja tukar orang kerja gaji rendah padan beban kerja tekan kerja politik jabat kerja toksik,Positif
pindah kasih harap palsu konsisten andal kualitas kerja pindah impi orang bagus ketemu sohib,Positif
suruh pulang kerja selesai kantor tutup artikel pindah kerja,Negatif
kudu kerja surabaya biar pindah kerja,Negatif
malas pindah kerja dokumen lamar,Negatif
terima kerja langsung suruh banget tunggu proses banget allah nama kerja pindah gaji habis catat nomor,Positif
pengin kuliah negeri negara kacau kuliah kerja pindah negara bawa keluarga,Negatif
sono kerja pusing skripsi ajak golek angin pindah karawang,Negatif
putus hidup orang pindah pindah cari kerja kota,Negatif
pindah kerja teman kerja pindah biar bandara langsung tonton pacar tiket pesawat,Negatif
pindah kerja hutan belantara produk nama nipis madu gaji kota,Netral
utama lapang kerja formal batas rendah orang umur kontrak sulit cari kerja batas usia lowong kerja cari kerja ojol,Negatif
obrol lintas profesi susah tahan pengin pindah banya butuh jalan lena minus kerja sambi jual malas,Negatif
takboleh kerja pesan kali takboleh cakap pindah kedah pindah cari kerja pindah lapuk,Negatif
urus pindah pilih hubung tugas kirim surat tugas pindah pilih kerja domisili besok berkas ambil pindah telat salah,Negatif
izin bapa almarhumah mama milu,Positif
tukar minggu jadwal masuk dikit tolol tolol banget solusi pindah kerja kerja,Positif
tindak laku cari alam cari peluang sesuai tuju karir ahli kembang,Positif
pikir pindah warga negara negara maju didik maju didik sejahtera guru guru orang guru alhasil tenaga ajar,Negatif
informasi kait akses minggu wilayah tolong komen pindah kerja sabtu masuk susah cari izin takut performa nilai jelek banget,Negatif
kasih biar pindah kerja teman kerja orang problematik enak banget kerja teman betah,Positif
info jual rumah jual pindah kerja harga jual sekian ratus juta akun barkas cocok beli alias pengin uang pegang,Positif
celaka kaki patah jalan susah suruh kantor jalan kaki kerja allah menang banget untung,Positif
gaji lipat sesuai usaha jenjang karir jakarta transportasi ongkos jahat rekan kerja kayak doang,Negatif
kayak orang kerja suruh pindah biar zona nyaman zona nyaman orang lihat nyaman kerja beban kerja tanggung kayak,Negatif
pengin pindah kerja tonton bong kerja susah banget cuti cuti,Negatif
pindah kerja pindah kerja cari gaji nafkah,Negatif
